id,japanese,hiragana,kanji_references,romaji,english,category,jlpt_level,example_japanese,example_english,notes,part_of_speech,part_of_speech_references,frequency,pitch_accent
voc1586,君主,くんしゅ,k0446,kunshu,monarch; ruler,people,N3,君主制の国に旅行した。,I traveled to a country with a monarchy.,,noun,,low,LHL
voc1587,諸君,しょくん,k0446,shokun,gentlemen; everyone,people,N3,諸君に大切な話がある。,I have an important matter to tell everyone.,,noun,,low,LHL
voc1588,折る,おる,k0447,oru,to fold; to break,action,N3,紙を折って鶴を作った。,I folded paper to make a crane.,,verb,,very high,LH
voc1589,折り紙,おりがみ,k0447,origami,origami; paper folding,art,N3,折り紙で動物を作った。,I made animals with origami.,,noun,,very high,LHHL
voc1590,骨折,こっせつ,k0447,kossetsu,bone fracture,health,N3,転んで骨折してしまった。,I fell and fractured a bone.,,noun,,high,LHHL
voc1591,草,くさ,k0448,kusa,grass; weed,nature,N3,庭の草を抜いた。,I pulled weeds in the garden.,,noun,,very high,LH
voc1592,草原,そうげん,k0448,sogen,meadow; plain,nature,N3,広い草原を歩いた。,I walked through a wide meadow.,,noun,,medium,LHL
voc1593,雑草,ざっそう,k0448,zasso,weed,nature,N3,庭の雑草を取り除いた。,I removed the weeds from the garden.,,noun,,high,LHL
voc1594,お酒,おさけ,k0449,osake,alcohol; sake,food,N3,お酒を飲みすぎないようにしている。,I try not to drink too much alcohol.,,noun,,very high,LHL
voc1595,日本酒,にほんしゅ,k0449,nihonshu,Japanese sake,food,N3,日本酒を初めて飲んだ。,I drank Japanese sake for the first time.,,noun,,very high,LHHL
voc1596,居酒屋,いざかや,k0449,izakaya,Japanese pub,place,N3,友達と居酒屋で飲んだ。,I drank with my friends at an izakaya.,,noun,,very high,LHHHL
voc1597,悲しい,かなしい,k0450,kanashii,sad,feeling,N3,別れが悲しい。,The parting is sad.,,adjective,,very high,LHHL
voc1598,悲しむ,かなしむ,k0450,kanashimu,to grieve; to feel sad,feeling,N3,友人の死を悲しんだ。,I grieved the death of my friend.,,verb,,high,LHHL
voc1599,悲劇,ひげき,k0450,higeki,tragedy,abstract,N3,その映画は悲劇で終わった。,The movie ended in tragedy.,,noun,,high,LHL
voc1301,野球,やきゅう,k0349,yakyuu,baseball,culture,N3,野球の試合を見に行った。,I went to watch a baseball game.,sport noun,noun,,high,LHL
voc1302,球場,きゅうじょう,k0349,kyuujou,baseball stadium,place,N3,球場は満員だった。,The stadium was full.,,noun,,medium,LHHL
voc1303,役割,やくわり,k0350,yakuwari,role; duty,work,N3,彼は重要な役割を果たした。,He played an important role.,,noun,,high,LHHL
voc1304,役に立つ,やくにたつ,k0350,yaku ni tatsu,to be useful,abstract,N3,この知識は役に立つ。,This knowledge is useful.,,expression,,high,LH LH LHL
voc1305,身体,しんたい,k0351,shintai,body,health,N3,身体を鍛える。,Train the body.,,noun,,high,LHL
voc1306,身近,みぢか,k0351,mijika,familiar; close,abstract,N3,身近な問題について話した。,We talked about familiar problems.,,adjective,,medium,LHL
voc1307,費用,ひよう,k0352,hiyou,expense; cost,work,N3,費用がかかりすぎる。,It costs too much.,,noun,,high,LHL
voc1308,消費,しょうひ,k0352|k0357,shouhi,consumption,abstract,N3,エネルギーの消費を減らす。,Reduce energy consumption.,,noun,,high,LHL
voc1309,付近,ふきん,k0353,fukin,vicinity; nearby area,place,N3,付近に店はない。,There is no shop nearby.,,noun,,high,LHL
voc1310,付ける,つける,k0353,tsukeru,to attach; to turn on,action,N3,電気を付ける。,Turn on the light.,,verb,,high,LHL
voc1311,理由,りゆう,k0354,riyuu,reason,abstract,N3,理由を教えてください。,Please tell me the reason.,,noun,,very high,LHL
voc1312,自由,じゆう,k0354,jiyuu,freedom,abstract,N3,自由に話してください。,Please speak freely.,,noun,,very high,LHL
voc1313,夫,おっと,k0355,otto,husband,social,N3,夫は会社員です。,My husband is an office worker.,,noun,,very high,LHL
voc1314,夫婦,ふうふ,k0355|k0540,fuufu,married couple,social,N3,仲の良い夫婦だ。,They are a close couple.,,noun,,high,LHL
voc1315,石,いし,k0356,ishi,stone,nature,N3,川で石を拾った。,I picked up a stone by the river.,,noun,,high,LHL
voc1316,岩石,がんせき,k0356,ganseki,rock; stone,nature,N3,岩石を調べた。,We examined the rock.,,noun,,medium,LHHL
voc1317,消す,けす,k0357,kesu,to erase; to turn off,action,N3,電気を消す。,Turn off the light.,,verb,,very high,LH
voc1318,消える,きえる,k0357,kieru,to disappear,action,N3,霧が消えた。,The fog disappeared.,,verb,,high,LHL
voc1319,神様,かみさま,k0358,kamisama,god; deity,culture,N3,神様にお願いした。,I prayed to god.,,noun,,high,LHHL
voc1320,神社,じんじゃ,k0358,jinja,Shinto shrine,culture,N3,神社を参拝した。,I visited the shrine.,,noun,,high,LHL
voc1321,番号,ばんごう,k0359,bangou,number,daily,N3,電話番号を教えてください。,Please tell me your phone number.,,noun,,very high,LHHL
voc1322,番組,ばんぐみ,k0359,bangumi,TV program,culture,N3,好きな番組を見た。,I watched my favorite program.,,noun,,high,LHHL
voc1323,害,がい,k0360,gai,harm; damage,abstract,N3,環境に害を与える。,It harms the environment.,,noun,,high,LH
voc1324,害虫,がいちゅう,k0360,gaichuu,pest; harmful insect,nature,N3,害虫を駆除した。,We exterminated pests.,,noun,,medium,LHHL
voc1325,配る,くばる,k0361,kubaru,to distribute; to hand out,action,N3,プリントを配った。,I handed out the printouts.,,verb,,high,LHL
voc1326,心配,しんぱい,k0361,shinpai,worry; concern,emotion,N3,心配しないでください。,Please don't worry.,,noun,,very high,LHL
voc1327,育てる,そだてる,k0362,sodateru,to raise; to bring up,action,N3,子供を育てる。,Raise a child.,,verb,,high,LHHL
voc1328,教育,きょういく,k0362,kyouiku,education,education,N3,教育は大切だ。,Education is important.,,noun,,very high,LHHL
voc1329,席,せき,k0363,seki,seat,daily,N3,席に座ってください。,Please take your seat.,,noun,,very high,LH
voc1330,欠席,けっせき,k0363|k0438,kesseki,absence,education,N3,今日は欠席した。,I was absent today.,,noun,,high,LHHL
voc1331,残る,のこる,k0364,nokoru,to remain; to be left,action,N3,食べ物が残った。,Food remained.,,verb,,very high,LHL
voc1332,残念,ざんねん,k0364,zannen,regret; disappointment,emotion,N3,残念ながら行けない。,Unfortunately I can't go.,,adjective,,very high,LHHL
voc1333,想像,そうぞう,k0365,souzou,imagination,abstract,N3,想像するのは難しい。,It is hard to imagine.,,noun,,high,LHHL
voc1334,感想,かんそう,k0365,kansou,impression; thoughts,emotion,N3,感想を聞かせてください。,Please share your impressions.,,noun,,high,LHHL
voc1335,念,ねん,k0366,nen,thought; feeling; concern,abstract,N3,念のため確認した。,I confirmed just to be sure.,,noun,,high,LH
voc1336,記念,きねん,k0366,kinen,commemoration; memory,culture,N3,記念写真を撮った。,I took a commemorative photo.,,noun,,high,LHL
voc1337,助ける,たすける,k0367,tasukeru,to help; to rescue,action,N3,友達を助けた。,I helped my friend.,,verb,,very high,LHHL
voc1338,助言,じょげん,k0367,jogen,advice,social,N3,先生の助言に従った。,I followed the teacher's advice.,,noun,,medium,LHL
voc1339,労働,ろうどう,k0368,roudou,labor; work,work,N3,労働条件を改善する。,Improve working conditions.,,noun,,high,LHHL
voc1340,苦労,くろう,k0368|k0413,kurou,hardship; trouble,emotion,N3,苦労して仕事を終えた。,I finished the work with difficulty.,,noun,,high,LHL
voc1341,例えば,たとえば,k0369,tatoeba,for example,language,N3,例えばこんな場合です。,For example it is a case like this.,,expression,,very high,LHHHL
voc1342,例外,れいがい,k0369,reigai,exception,abstract,N3,例外を認めない。,No exceptions are allowed.,,noun,,high,LHHL
voc1343,当然,とうぜん,k0370,touzen,natural; of course,abstract,N3,当然の結果だ。,It is a natural result.,,adjective,,very high,LHHL
voc1344,全然,ぜんぜん,k0370,zenzen,not at all; completely,abstract,N3,全然わからない。,I don't understand at all.,,adverb,,very high,LHL
voc1345,追う,おう,k0371,ou,to chase,action,N3,犯人を追った。,I chased the criminal.,,verb,,high,LH
voc1346,追加,ついか,k0371,tsuika,addition; supplement,abstract,N3,追加注文をした。,I placed an additional order.,,noun,,high,LHL
voc1347,商売,しょうばい,k0372,shoubai,trade; business,work,N3,商売がうまくいった。,Business went well.,,noun,,high,LHHL
voc1348,商品,しょうひん,k0372,shouhin,product; merchandise,work,N3,新しい商品が出た。,A new product was released.,,noun,,very high,LHHL
voc1349,葉,は,k0373,ha,leaf,nature,N3,木の葉が落ちた。,The leaves fell from the tree.,,noun,,high,L
voc1350,言葉,ことば,k0373,kotoba,word; language,language,N3,優しい言葉をかけた。,I said kind words.,,noun,,very high,LHL
voc1351,伝える,つたえる,k0374,tsutaeru,to convey; to tell,action,N3,気持ちを伝えた。,I conveyed my feelings.,,verb,,very high,LHHL
voc1352,伝統,でんとう,k0374,dentou,tradition,culture,N3,日本の伝統を守る。,Preserve Japanese tradition.,,noun,,high,LHHL
voc1353,形,かたち,k0375,katachi,shape; form,abstract,N3,丸い形をしている。,It has a round shape.,,noun,,high,LHL
voc1354,形式,けいしき,k0375,keishiki,format; formality,abstract,N3,形式にこだわる必要はない。,There is no need to stick to formality.,,noun,,medium,LHHL
voc1355,景色,けしき,k0376,keshiki,scenery; view,nature,N3,山の景色が美しい。,The mountain scenery is beautiful.,,noun,,high,LHL
voc1356,風景,ふうけい,k0376,fuukei,landscape; scenery,nature,N3,美しい風景に感動した。,I was moved by the beautiful landscape.,,noun,,high,LHHL
voc1357,落ちる,おちる,k0377,ochiru,to fall; to drop,action,N3,財布が落ちた。,My wallet dropped.,,verb,,very high,LHL
voc1358,落ち着く,おちつく,k0377,ochitsuku,to calm down,emotion,N3,少し落ち着いてください。,Please calm down a little.,,verb,,high,LHHL
voc1359,負ける,まける,k0378,makeru,to lose,action,N3,試合に負けた。,I lost the match.,,verb,,very high,LHL
voc1360,負担,ふたん,k0378,futan,burden; load,abstract,N3,負担が大きすぎる。,The burden is too great.,,noun,,high,LHL
voc1361,失う,うしなう,k0379,ushinau,to lose,action,N3,仕事を失った。,I lost my job.,,verb,,high,LHHL
voc1362,失敗,しっぱい,k0379,shippai,failure; mistake,abstract,N3,失敗から学ぶ。,Learn from failure.,,noun,,very high,LHHL
voc1363,差,さ,k0380,sa,difference,abstract,N3,成績の差が大きい。,The difference in grades is large.,,noun,,high,L
voc1364,差別,さべつ,k0380,sabetsu,discrimination,social,N3,差別はいけない。,Discrimination is wrong.,,noun,,high,LHL
voc1365,週末,しゅうまつ,k0381,shuumatsu,weekend,time,N3,週末に旅行する。,I travel on weekends.,,noun,,very high,LHHL
voc1366,末,すえ,k0381,sue,end; conclusion,time,N3,月末に支払う。,I pay at the end of the month.,,noun,,high,LH
voc1367,守る,まもる,k0382,mamoru,to protect; to keep,action,N3,約束を守る。,Keep a promise.,,verb,,very high,LHL
voc1368,守衛,しゅえい,k0382,shuei,guard; security,work,N3,守衛が門を守っている。,The guard is watching the gate.,,noun,,low,LHL
voc1369,種類,しゅるい,k0383,shurui,type; kind,abstract,N3,いろいろな種類がある。,There are various types.,,noun,,very high,LHHL
voc1370,種,たね,k0383,tane,seed,nature,N3,花の種を植えた。,I planted flower seeds.,,noun,,high,LH
voc1371,美しい,うつくしい,k0384,utsukushii,beautiful,appearance,N3,美しい花が咲いた。,A beautiful flower bloomed.,,adjective,,very high,LHHHL
voc1372,美術,びじゅつ,k0384,bijutsu,fine arts,culture,N3,美術館に行った。,I went to the art museum.,,noun,,high,LHHL
voc1373,命,いのち,k0385,inochi,life; soul,abstract,N3,命を大切にする。,Value your life.,,noun,,high,LHL
voc1374,命令,めいれい,k0385,meirei,command; order,abstract,N3,命令に従った。,I followed the order.,,noun,,high,LHHL
voc1375,幸福,こうふく,k0386|k0432,koufuku,happiness,emotion,N3,幸福な生活を送る。,Lead a happy life.,,noun,,high,LHHL
voc1376,福祉,ふくし,k0386,fukushi,welfare,social,N3,社会福祉の仕事をしている。,I work in social welfare.,,noun,,high,LHL
voc1377,希望,きぼう,k0387,kibou,hope; wish,emotion,N3,希望を持ち続ける。,Keep holding on to hope.,,noun,,very high,LHL
voc1378,望む,のぞむ,k0387,nozomu,to hope for; to wish,emotion,N3,平和を望む。,I wish for peace.,,verb,,high,LHL
voc1379,観光,かんこう,k0388,kankou,sightseeing; tourism,culture,N3,観光地を巡った。,I toured the sightseeing spots.,,noun,,high,LHHL
voc1380,観察,かんさつ,k0388|k0389,kansatsu,observation,education,N3,植物を観察した。,I observed plants.,,noun,,high,LHHL
voc1381,警察,けいさつ,k0389|k0507,keisatsu,police,social,N3,警察に連絡した。,I contacted the police.,,noun,,very high,LHHL
voc1382,観,かん,k0388,kan,view; perspective,abstract,N3,価値観が違う。,Our values differ.,,noun,,medium,LH
voc1383,横,よこ,k0390,yoko,horizontal; beside,abstract,N3,横に並んでください。,Please line up side by side.,,noun,,very high,LH
voc1384,横断,おうだん,k0390,oudan,crossing,transport,N3,横断歩道を渡った。,I crossed at the crosswalk.,,noun,,high,LHHL
voc1385,深い,ふかい,k0391,fukai,deep,abstract,N3,この池は深い。,This pond is deep.,,adjective,,very high,LHL
voc1386,深夜,しんや,k0391,shinya,late night; midnight,time,N3,深夜に帰宅した。,I returned home late at night.,,noun,,high,LHL
voc1387,申し込む,もうしこむ,k0392,moushikomu,to apply; to register,action,N3,コースに申し込んだ。,I applied for the course.,,verb,,high,LHHL
voc1388,申請,しんせい,k0392,shinsei,application; petition,work,N3,申請書を提出した。,I submitted the application form.,,noun,,high,LHHL
voc1389,様子,ようす,k0393,yousu,situation; appearance,abstract,N3,様子を見てから決める。,I will decide after seeing the situation.,,noun,,very high,LHL
